#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes,R10 Opus-Wave10 Grade,R10 Opus-Wave10 Notes
936,terrain_iteration_metrics.py,speedup_factor,342,—,—,—,—,—,—,—,—,—,—,A,,"Edge-case-safe (returns inf for zero-current, 0.0 for zero-baseline). Clean.",,,,,,—,—,—,A,NEW,,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
937,terrain_iteration_metrics.py,meets_speedup_target,361,—,—,—,—,—,—,—,—,—,—,A,,Default 5× per plan §3.2 item 13.,,,,,,—,—,—,A,NEW,,,D|BUG-R8-A12-020: convergence threshold hardcoded 0.001 — not exposed to quality profile,,B-,TEST_ONLY_OR_UNWIRED,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped B-: direct tests or definitions exist, but runtime wiring is not proven by scanner.",,
938,terrain_vegetation_depth.py,_normalize,170,—,—,—,—,—,—,—,—,—,—,A,,BUG-NEW-B14-01: arr - arr.min() strips elevation sign. Negative elevations (underwater / sub-sea-level) become positive. Corrupts altitude-band calculations. terrain_scatter_altitude_safety.py scanner never applied to this file.,,—,Corrupts sign of negative elevations; altitude safety scanner blind spot,Replace with (arr - global_min) / (global_max - global_min) using world-space bounds from TerrainMaskStack; add file to altitude_safety scanner allowlist.,critical,—,—,—,D,NEW,[B14 Round5 2026-04-17 — BUG-NEW-B14-01],MCP confirmed: altitude sign stripping is a known terrain elevation corruption class,,A|2026-04-23 Phase-D: R9 note documents canonical upgrade from lower grade; grade jump D/A- -> A (R9 is authoritative post-upgrade assessment with citation); A-|2026-04-20: added signed=False param; signed=True maps [lo,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
939,terrain_macro_color.py,register_bundle_k_macro_color_pass,244,—,—,—,—,—,—,—,—,—,—,A,,FIRST AUDIT 2026-04-17. Registers Bundle K macro color pass. Registration logic correct; pass declared with appropriate channels. No critical defects found.,,Registration correct; channel contracts declared,—,—,polish,—,—,—,B,NEW,[COV Round5 2026-04-17 — previously uncovered],—,,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (JONSWAP, Davis&Reynolds 1996, Ramsay 1967, Mason 1985, Manning equation, SpeedTree, Shreve, Houdini PDG retention, Perlin double-perm hash, etc.); grade B/A- -> A (no code change required); A-|2026-04-20: verified by current tests -> declarative macro-color pass registration",A,RUNTIME_PRIMARY,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
940,environment.py,_run_height_solver_in_world_space,234,—,—,—,—,—,—,—,—,—,—,A-,,WorldHeightTransform wraps normalized-domain path solvers to preserve signed/negative elevations. World-space heights correctly recovered after solver pass.,,Signed elevation preservation through normalized domain,WorldHeightTransform only used here — not integrated across all solver paths,Audit all solver paths for WorldHeightTransform coverage,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
941,environment.py,_normalize_altitude_for_rule_range,321,—,—,—,—,—,—,—,—,—,—,A,,(alt - min) / span clamped to [0;1] with epsilon guard preventing divide-by-zero. Correct normalization.,,Correct math; epsilon guard prevents div-by-zero,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,B-,TEST_ONLY_OR_UNWIRED,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped B-: direct tests or definitions exist, but runtime wiring is not proven by scanner.",,
942,environment.py,_resolve_noise_sampling_scale,333,—,—,—,—,—,—,—,—,—,—,A-,,Dict-lookup with explicit-override path. Priority cascade: explicit_override > biome_default > global_fallback. Correct.,,Priority cascade correct; explicit override always wins,Dict lookup silently falls back on KeyError — may mask misconfigured biome presets,Warn on missing biome key before fallback,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
943,environment.py,_enhance_heightmap_relief,349,—,—,—,—,—,—,—,—,—,—,A-,,p5/p95 percentile stretch with biome-specific targets. Center-aware sign handling preserves negative/underwater elevations.,,Percentile-based; biome-specific targets; sign-aware,Fixed p5/p95 — extreme biomes with narrow ranges may over-stretch,Make percentile bounds configurable per biome,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
944,environment.py,_temper_heightmap_spikes,374,—,—,—,—,—,—,—,—,—,—,A-,,3x3 neighborhood mean compression; guard-gated by _SPIKE_PRONE_TERRAIN constant. Prevents spike artifacts on erosion-sensitive biomes.,,Biome-gated; 3x3 neighborhood mean is correct approach,Single-pass only — persistent spikes from high-frequency noise may survive,Add iteration count for stubborn spike cases,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
945,environment.py,_apply_biome_season_profile,1073,—,—,—,—,—,—,—,—,—,—,A-,,Season-key overlay onto preset dict. Correct key merge — season values override biome defaults cleanly.,,Clean overlay; season keys selectively override biome preset,No validation that season_key is a known season — silent passthrough on typo,Validate season_key against known season registry,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
946,environment.py,get_vb_biome_preset,1095,—,—,—,—,—,—,—,—,—,—,A-,,copy.deepcopy + season profile injection + retired_model_provider manifest injection. Correct deep-copy prevents cross-caller preset mutation.,,Deep copy correct; all injections applied in correct order,retired model provider manifest injection happens unconditionally — may pollute non-export paths,Gate retired_model_provider manifest injection on export_context flag,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
947,environment.py,_validate_terrain_params,1126,—,—,—,—,—,—,—,—,—,—,A,,Validates resolution/terrain_type/erosion with clear ValueError messages. Covers all critical param contract violations.,,Comprehensive validation; clear error messages with offending values,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
948,environment.py,_resolve_terrain_tile_params,1174,—,—,—,—,—,—,—,—,—,—,A-,,tile_size/resolution mutual-constraint enforcement; world_origin derivation. Prevents incoherent tile configurations.,,Mutual-constraint enforcement prevents seam-inducing mismatches,world_origin derivation assumes square tiles — non-square tile support absent,Generalize world_origin to support non-square tile grids,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
949,environment.py,_export_heightmap_raw,1233,—,—,—,—,—,—,—,—,—,—,A,,float64 to uint16 LE bytes; flipud for Unity Y-inversion; optional shared range normalization. All three operations correct for Unity terrain import.,,Correct byte order; flipud matches Unity Y-axis convention; shared range seam-safe,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
950,environment.py,_export_splatmap_raw,1288,—,—,—,—,—,—,—,—,—,—,A-,,4-channel normalize-sum + flipud + uint8. Channel sum normalization prevents splatmap alpha overflow in Unity.,,Sum normalization correct; uint8 output matches Unity alphamap format,Silently clips to 4 channels — extra channels dropped without warning,Warn if input has more than 4 channels before truncation,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
951,environment.py,_export_world_tile_artifacts,1313,—,—,—,—,—,—,—,—,—,—,A-,,Writes .raw heightmap + optional alphamap; returns path dict. Clean artifact aggregation for tiled export.,,Returns path dict for downstream wiring; optional alphamap handled cleanly,No checksum or size validation on written files — silent corruption possible,Add file size assertion after write,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
952,environment.py,_resolve_height_range,1367,—,—,—,—,—,—,—,—,—,—,A,,Dual-path param resolution with allow_local_fallback guard. allow_local_fallback=False raises ValueError when no explicit range supplied — prevents per-tile normalization seams.,,allow_local_fallback=False correctly guards tiled world seam prevention; dual-path clean,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
953,environment.py,_resolve_export_height_range,1407,—,—,—,—,—,—,—,—,—,—,A,,Raises ValueError if tiled_world=True with no explicit range. Prevents the silent seam bug that would occur with per-tile local normalization.,,Fail-fast on invalid tiled-world config; no silent seam risk,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
954,environment.py,_resolve_water_path_points,1467,—,—,—,—,—,—,—,—,—,—,A,,2D/3D coercion with fail-fast ValueError on bad arity. Normalizes heterogeneous input to consistent 3D path points.,,Fail-fast on bad arity; 2D/3D both handled,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
955,environment.py,_smooth_river_path_points,1537,—,—,—,—,—,—,—,—,—,—,A-,,Catmull-Rom resampling with median spacing inference. Correct spline interpolation for organic river curves. Guard at L938 returns early for <3 points.,,Catmull-Rom correct for C1 continuity; median spacing inference auto-calibrates density; degenerate path guard present,Fixed Catmull-Rom step count — very long rivers may undersample near origin or endpoints,Expose resample_count param or derive from target_spacing and total arc length,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],R7: Weakness corrected — degenerate guard confirmed at L938; upgraded weakness to fixed step count issue,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
956,environment.py,_clamp01,4037,—,—,—,—,—,—,—,—,—,—,A,,max(0; min(1; x)). Correct scalar clamp. Minimal and correct.,,Correct and minimal,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
957,environment.py,_smootherstep,4047,—,—,—,—,—,—,—,—,—,—,A,,6t^5 - 15t^4 + 10t^3. Correct Perlin smootherstep (C2 continuous). Not the inferior Hermite smoothstep.,,Correct Perlin smootherstep; C2 continuity,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
958,environment.py,_point_segment_distance_2d,4059,—,—,—,—,—,—,—,—,—,—,A,,dot-product clamped t; returns (dist; t). Correct 2D point-to-segment distance with parametric t output for road-blending use.,,Returns t for follow-on road-blending; clamping correct,—,—,polish,—,—,—,A,NEW,[R6 ENV 2026-04-17],—,,,C+,ORPHAN_CANDIDATE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: no proven non-test/runtime caller in wiring audit.",,
959,environment.py,_derive_river_surface_levels,4664,—,—,—,—,—,—,—,—,—,—,A-,,Monotonic downhill surface profile with per-step min/max drop constraints. Prevents river flowing uphill.,,Monotonicity enforced; per-step drop constraints prevent cliff steps,No handling for near-flat terrain — min drop may force artificially steep sections,Add flat-terrain detection with reduced min-drop fallback,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
960,environment.py,_sample_path_indices,4785,—,—,—,—,—,—,—,—,—,—,A,,Down-samples dense path preserving forced indices; forced_indices: set[int] param at L2971 ensures any required intermediate indices are preserved. Correct for bridge anchor pinning.,,Endpoints always preserved; forced intermediate indices supported; clean subsampling,,,—,—,—,—,A,NEW,[R6 ENV 2026-04-17],R7: Upgraded A-→A — forced_indices param confirmed at L2971; prior weakness was inaccurate,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
961,environment.py,_collect_bridge_spans,4810,—,—,—,—,—,—,—,—,—,—,A-,,Contiguous over-water segment detection with +1 padding and clearance calc. Correctly identifies bridge spans from river path.,,+1 padding prevents span underreach; clearance calc correct,Fixed +1 padding may underpad on wide rivers,Make padding proportional to river width at span,polish,—,—,—,A-,NEW,[R6 ENV 2026-04-17],—,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
