#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes
825,procedural_meshes.py,_GeneratorRegistry.__getitem__,317,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Resolve key with alias fallback + cache., UE5 alias-aware asset resolver., Resolve key with alias fallback + cache.," Iterates the canonical category every time on first alias hit (cache-miss path), but cache then short-circuits — fine.", Cache eagerly at construction time for known aliases.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
826,procedural_meshes.py,_circle_points,370,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Points on a circle in chosen plane (XZ, XY, YZ).",,,": `axis='x'` branch doesn't match the docstring labeling (`axis='x'` produces YZ-plane points which is correct, but the docstring only documents `'y'` and `'z'` cases).","Document `axis='x'`, add Z-up vs Y-up flag.",polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
827,procedural_meshes.py,_make_box,400,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Axis-aligned 8-vert, 6-face box.",,,": Param naming: `sx, sy, sz` look like full sizes but are half-sizes (line 409 `hx, hy, hz = sx, sy, sz`). Confused callers — verified `generate_pillar_mesh stone_square` passes `radius` for `sx`, treating it as half-extent. Documentation gap.","Rename params to `half_x, half_y, half_z` OR change to full-size and divide internally. Add UV coords (currently relies on broken auto-projection).",polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
828,procedural_meshes.py,_make_cylinder,432,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Y-axis cylinder with optional caps.,,,": Cap is a single N-gon (e.g. 12-sided polygon) which Blender will tessellate via fan — that fan can produce sliver triangles for high segment counts. Not catastrophic. Bottom cap winding (line 464): `range(segments-1, -1, -1)` — REVERSED from top — correct for outward-facing normals.",Optional triangle-fan cap instead of N-gon (better for tessellation engines like Nanite).,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
829,procedural_meshes.py,_make_cone,473,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Apex-up cone.,,,: Apex is a single shared vertex — produces normal-singularity at the tip (smooth shading interpolates a single normal vector). Real AAA cones (e.g. SpeedTree branch tips) duplicate the apex per face for proper normals.,Duplicate apex per side face; add face normals or split the apex normal.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],BUG-69: CONFIRMED,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
830,procedural_meshes.py,_make_torus_ring,503,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Torus in XZ plane.,,,": Major/minor segment defaults (16/8) yield 128 verts — fine for chain links, anemic for hero rings. No twist parameter (can't make spring/coil). The variables `_tcx, _tcz` (lines 518-519) are unused — dead code.",Remove unused locals; add `twist` parameter for helix mode.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
831,procedural_meshes.py,_make_tapered_cylinder,544,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Cylinder with two radii and optional intermediate rings.,,,: Doesn't reuse `_get_trig_table` (line 564 computes `cos/sin` per ring) — wastes the cache the project added. Fixable.,Use cached trig; add per-ring radius noise param for organic shapes.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
832,procedural_meshes.py,_make_sphere,959,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: UV sphere.,,,: Pole singularity (single vert at top/bottom) — same as `_make_cone` apex. UV pole pinch. Defaults rings=8/sectors=12 too low — yields obvious facets on canopy spheres in `generate_tree_mesh`. Should be at least 16/24 for hero meshes.,Optional icosphere mode (no pole pinch); higher defaults; per-pole UV row.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
833,procedural_meshes.py,_make_lathe,1010,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: Revolve 2D profile around Y axis.,,,": Doesn't use cached trig table (line 1028 — `math.cos/sin` per profile point — should hit `_get_trig_table(segments)`). Cap closure assumes profile starts at r=0 for bottom cap, which isn't validated — a profile starting at r=0.3 will get a huge cap N-gon misaligned with what the user wanted.",Use cached trig; auto-detect r=0 for axis-touching cap suppression.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
834,procedural_meshes.py,_make_profile_extrude,1048,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Extrude 2D (x,y) profile along Z.",,,:,Detect open/closed; sign-area test for winding; auto-flip caps if winding wrong.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
835,procedural_meshes.py,generate_table_mesh,1089,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: 3 styles × 2/4 legs × parametric WHD table.,,,:,"Real H-stretcher pattern; carve detail via lathe profile with concave nodes; emit material slots (""wood_top"", ""wood_legs"", ""iron_band"").",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
836,procedural_meshes.py,generate_chair_mesh,1202,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: 3 styles + arms/back toggles.,,,:,Throne: lathe-revolved backboard with profile that includes peaked top + side wings; finials as carved spike profiles. Bench: add a curved backrest with center-piercing motif.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
